"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","YOB","Sale_preds_reg"
"185","NCM53",18.75,"Low Fat",0.087105823,"Health and Hygiene",108.228,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,-12.3704963783559
"186","NCN18",8.895,"Low Fat",0,"Household",110.9544,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1865.06193560094
"187","FDF32",16.35,"Low Fat",0.068068082,"Fruits and Vegetables",199.1426,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,3328.19350766754
"188","FDF11",10.195,"Regular",0.01761655,"Starchy Foods",239.4538,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,3900.76589937622
"189","DRI59",9.5,"Low Fat",0.040898157,"Hard Drinks",225.2088,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3669.31312043782
"190","NCG54",12.1,"Low Fat",0.079791176,"Household",169.5106,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2796.35433934705
"191","FDM44",12.5,"Low Fat",0.031049674,"Fruits and Vegetables",101.399,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1676.9325619797
"192","FDT57",15.2,"Low Fat",0.019112323,"Snack Foods",236.2248,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,3459.26536496562
"193","FDV24",5.635,"Low Fat",0.103272336,"Baking Goods",151.205,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2403.54196364744
"194","FDI50",12.5,"Regular",0.054001526,"Canned",227.8352,"OUT019",1985,"Small","Tier 1","Grocery Store",34,1789.12123547506
"195","FDS09",8.895,"Regular",0.081073148,"Snack Foods",51.2008,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1029.15302593784
"196","NCC31",12.5,"Low Fat",0.019774239,"Household",154.5972,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,3887.30205090277
"197","FDQ07",12.5,"Regular",0.153038134,"Fruits and Vegetables",219.0456,"OUT019",1985,"Small","Tier 1","Grocery Store",34,1626.58807000149
"198","FDC22",6.89,"Regular",0.13720009,"Snack Foods",191.882,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3334.6577897656
"199","FDZ56",16.25,"Low Fat",0.02573698,"Fruits and Vegetables",169.3474,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2734.16626122521
"200","FDZ40",12.5,"Low Fat",0.070354806,"Frozen Foods",53.9298,"OUT019",1985,"Small","Tier 1","Grocery Store",34,-1020.13115191604
"201","FDS46",12.5,"Regular",0.047028483,"Snack Foods",118.3782,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,3388.13328225067
"202","DRD24",13.85,"Low Fat",0.030857538,"Soft Drinks",140.6154,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2329.50920967536
"203","FDV45",16.75,"Low Fat",0.045302246,"Snack Foods",189.1556,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3270.69613785082
"204","FDL26",18,"Low Fat",0.073341257,"Canned",155.7972,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2604.26631942229
"205","FDA56",9.21,"Low Fat",0.00880049,"Fruits and Vegetables",123.0414,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1745.00325584528
"206","FDN27",20.85,"Low Fat",0.039562497,"Meat",118.1808,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1900.17943116666
"207","FDM20",10,"Low Fat",0.038745948,"Fruits and Vegetables",245.0144,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,4008.26768670234
"208","FDO16",5.48,"Low Fat",0.015193653,"Frozen Foods",82.825,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1614.20136676658
"209","FDL03",19.25,"Regular",0.027075481,"Meat",195.611,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,3297.89369016919
"210","FDE58",18.5,"Low Fat",0.052068722,"Snack Foods",117.0124,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1869.41171464011
"211","FDI02",12.5,"Regular",0.114010306,"Canned",112.2202,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,3308.27979319167
"212","NCC55",12.5,"Low Fat",0.111641021,"Household",38.8848,"OUT019",1985,"Small","Tier 1","Grocery Store",34,-1278.53727395897
"213","FDR03",15.7,"Regular",0.008771522,"Meat",205.798,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,3043.27846786588
"214","FDB14",20.25,"Regular",0.103304968,"Canned",92.612,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1829.84187948621
"215","FDR45",10.8,"Low Fat",0.028919203,"Snack Foods",240.9222,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,3839.48126614291
"216","NCN07",18.5,"Low Fat",0.034136703,"Others",130.0284,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,2342.51647592703
"217","FDM51",12.5,"Regular",0.045393469,"Meat",102.2674,"OUT019",1985,"Small","Tier 1","Grocery Store",34,-189.029197082825
"218","FDT52",12.5,"Regular",0.047199898,"Frozen Foods",244.9144,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,5340.8511073208
"219","FDL26",18,"Low Fat",0.07319282,"Canned",154.2972,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2479.95514240769
"220","NCZ42",10.5,"Low Fat",0.011287929,"Household",238.9248,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,3755.10760724999
"221","DRI47",12.5,"Low Fat",0.036628533,"Hard Drinks",145.6128,"OUT019",1985,"Small","Tier 1","Grocery Store",34,444.363131697559
"222","FDW40",14,"Regular",0.105057952,"Frozen Foods",141.1812,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2290.4406825825
"223","FDN34",15.6,"Regular",0,"Snack Foods",169.2132,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2743.91920931198
"224","FDS01",11.6,"Low Fat",0.017741644,"Canned",178.3686,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,3018.10221095426
"225","NCG55",16.25,"Low Fat",0.039225553,"Household",116.2176,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1934.95987316792
"226","FDC11",20.5,"Low Fat",0.141766029,"Starchy Foods",87.4172,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1559.35440396131
"227","FDX35",5.035,"Regular",0.080236064,"Breads",226.4036,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,3353.24663610859
"228","NCB06",17.6,"Low Fat",0.082332074,"Health and Hygiene",160.392,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2536.16172668061
"229","FDR09",12.5,"Low Fat",0.136085739,"Snack Foods",259.8962,"OUT019",1985,"Small","Tier 1","Grocery Store",34,2181.77995229815
"230","FDC53",8.68,"Low Fat",0.008885672,"Frozen Foods",96.9384,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1834.1720262343
"231","FDY45",17.5,"Low Fat",0,"Snack Foods",255.2356,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,4067.72512137362
"232","FDA22",7.435,"Low Fat",0.141355941,"Starchy Foods",168.5158,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,950.224303303549
"233","FDE02",8.71,"Low Fat",0.121227447,"Canned",95.2778,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1694.7215361286
"234","FDW21",5.34,"Regular",0.005975976,"Snack Foods",100.8358,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1784.09246672854
"235","FDV34",10.695,"Regular",0.011425458,"Snack Foods",73.6038,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1254.90201650018
"236","FDS59",14.8,"Regular",0.043961689,"Breads",109.157,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1909.24567051003
"237","NCW17",18,"Low Fat",0.01949589,"Health and Hygiene",127.8994,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,2325.06039359578
"238","NCK54",12.15,"Low Fat",0.029523375,"Household",117.215,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1854.50300999514
"239","FDG17",12.5,"Regular",0.062751586,"Frozen Foods",244.2486,"OUT019",1985,"Small","Tier 1","Grocery Store",34,1988.86361481825
"240","FDG35",21.2,"Regular",0,"Starchy Foods",173.0738,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3112.41390357306
"241","FDD08",8.3,"Low Fat",0.059175953,"Fruits and Vegetables",37.8506,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,-1053.23409876942
"242","NCO07",9.06,"Low Fat",0.009831566,"Others",211.156,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3617.3091172313
"243","FDJ10",5.095,"Regular",0.216762584,"Snack Foods",142.2838,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,529.092016172686
"244","FDW36",11.15,"Low Fat",0.057254675,"Baking Goods",104.0622,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1956.71567888598
"245","FDW21",5.34,"Regular",0,"Snack Foods",101.0358,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,-46.631744639473
"246","FDY19",19.75,"Low Fat",0.041598912,"Fruits and Vegetables",118.0466,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,2204.70080764838
"247","DRE03",19.6,"Low Fat",0.024206741,"Dairy",47.0718,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,789.315816626422
"248","NCC55",10.695,"Low Fat",0.063862271,"Household",38.1848,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,712.081392266254
"249","FDH52",9.42,"Regular",0.073484791,"Frozen Foods",63.6194,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,-670.032724519252
"250","FDO09",13.5,"Regular",0.125983278,"Snack Foods",264.691,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,4467.90647096783
"251","FDU43",19.35,"Regular",0.058161092,"Fruits and Vegetables",239.4564,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,3959.51325141125
"252","FDX09",9,"Low Fat",0.1092139,"Snack Foods",175.037,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,1025.09236511942
"253","FDH40",12.5,"Regular",0.138195491,"Frozen Foods",83.1276,"OUT019",1985,"Small","Tier 1","Grocery Store",34,-541.786216598019
"254","FDW58",20.75,"Low Fat",0.007595816,"Snack Foods",104.4622,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1962.12622587396
"255","FDC47",15,"Low Fat",0.11956313,"Snack Foods",227.2694,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3842.01788930207
"256","NCR41",17.85,"Low Fat",0.018020588,"Health and Hygiene",94.4094,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1672.1481419986
"257","DRG49",7.81,"Low Fat",0.067442541,"Soft Drinks",244.7486,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,3984.30858175961
"258","FDC52",12.5,"Regular",0.008239804,"Dairy",152.2708,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,3897.23281543155
"259","FDY13",12.1,"Low Fat",0.030127406,"Canned",74.567,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1255.24887490068
"260","FDY35",17.6,"Regular",0.016014343,"Breads",44.0402,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,836.325449399144
"261","FDI35",14,"Low Fat",0.041524729,"Starchy Foods",181.7634,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3193.8634358878
"262","NCU18",15.1,"Low Fat",0.055926872,"Household",141.4496,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,2319.42426198583
"263","FDY33",14.5,"Regular",0.097597084,"Snack Foods",158.5262,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2271.05528591318
"264","FDC15",12.5,"Low Fat",0.177107232,"Dairy",157.5288,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,3882.67486553347
"265","FDU01",20.25,"Regular",0,"Canned",186.4924,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,3144.30651194513
"266","NCU42",9,"Low Fat",0.019506654,"Household",169.5474,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2673.61275540369
"267","NCV29",11.8,"Low Fat",0.022936556,"Health and Hygiene",177.6686,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2548.91957524033
"268","NCY30",20.25,"Low Fat",0.02610006,"Household",182.8976,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3149.26165260107
"269","FDQ46",7.51,"Low Fat",0.103974431,"Snack Foods",112.1544,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1880.7655122889
"270","FDG58",12.5,"Regular",0.086360962,"Snack Foods",153.7972,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,3927.3264483139
"271","FDK33",17.85,"Low Fat",0.011298801,"Snack Foods",213.256,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3655.63020315311
"272","NCD07",9.1,"Low Fat",0.055541153,"Household",115.6518,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1924.756803549
"273","NCX29",12.5,"Low Fat",0.088720803,"Health and Hygiene",144.4102,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,3736.24849399908
"274","NCT42",5.88,"Low Fat",0.024866609,"Household",148.3392,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2374.15270731744
"275","DRN59",15,"Low Fat",0.064129493,"Hard Drinks",45.906,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,914.918810055487
"276","FDI44",16.1,"Low Fat",0.100213917,"Fruits and Vegetables",79.0328,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1449.18788206617
"277","FDA45",21.25,"Low Fat",0.155621254,"Snack Foods",178.237,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,2886.50104955704
"278","FDP31",21.1,"Regular",0.161832494,"Fruits and Vegetables",65.7168,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,1222.95713193768
"279","FDY01",11.8,"Regular",0.170283492,"Canned",115.1834,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1889.31917816163
"280","FDT09",15.15,"Regular",0.012313256,"Snack Foods",132.8284,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1896.89351711597
"281","DRH03",12.5,"Low Fat",0,"Dairy",94.812,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,2960.81301458958
"282","FDA36",5.985,"Low Fat",0.005689466,"Baking Goods",186.6924,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,2708.31325116962
"283","NCF31",9.13,"Low Fat",0.052140695,"Household",153.4024,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,2687.8450870003
"284","FDG14",9,"Regular",0.050579228,"Canned",151.3024,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,2586.8149404076
"285","FDG28",12.5,"Regular",0.04904165,"Frozen Foods",245.5144,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,5349.62527036582
"286","FDU14",17.75,"Low Fat",0.034806679,"Dairy",250.175,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,4014.57674374327
"287","FDY47",12.5,"Regular",0.095395258,"Breads",131.131,"OUT019",1985,"Small","Tier 1","Grocery Store",34,250.664561041877
"288","FDI56",7.325,"Low Fat",0.093530571,"Fruits and Vegetables",90.4146,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1586.77786033002
"289","DRD01",12.1,"Regular",0.061124626,"Soft Drinks",56.4614,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,985.786457473522
"290","FDM22",14,"Regular",0,"Snack Foods",54.864,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,965.085680715116
"291","FDH33",12.85,"Low Fat",0.121624114,"Snack Foods",42.2428,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,717.988165852275
"292","DRZ24",7.535,"Low Fat",0.081719458,"Soft Drinks",118.444,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,1901.72614131623
"293","NCQ38",16.35,"Low Fat",0.01336643,"Others",105.228,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1688.42777463354
"294","FDO16",12.5,"Low Fat",0.015035032,"Frozen Foods",84.025,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,2802.04451644631
"295","FDU07",12.5,"Low Fat",0.059557164,"Fruits and Vegetables",149.2366,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,3860.91688185136
"296","NCB07",19.2,"Low Fat",0.077443049,"Household",194.511,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,3069.93939457854
"297","FDU48",18.85,"Low Fat",0.055470721,"Baking Goods",132.1284,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2215.64524714672
"298","NCM43",14.5,"Low Fat",0.019514867,"Others",165.121,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2720.61438260589
"299","FDR31",6.46,"Regular",0.08228859,"Fruits and Vegetables",144.4102,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,643.72389287346
"300","DRK49",14.15,"Low Fat",0.036090136,"Soft Drinks",41.1138,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,400.962983991253
"301","NCI30",20.25,"Low Fat",0.098645981,"Household",244.746,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,2079.40533736582
"302","DRD60",15.7,"Low Fat",0.03744271,"Soft Drinks",181.1634,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3132.16188394719
"303","NCG19",20.25,"Low Fat",0.147933567,"Household",235.3616,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,3652.92168273779
"304","FDH12",9.6,"Low Fat",0.084937598,"Baking Goods",105.028,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1831.82466827709
"305","FDM32",20.5,"Low Fat",0.020601136,"Fruits and Vegetables",91.683,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1668.22107819544
"306","FDM27",12.35,"Regular",0.158439388,"Meat",156.0946,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,2646.15352877231
"307","NCU53",12.5,"Low Fat",0,"Health and Hygiene",165.7842,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,4096.05313194293
"308","NCQ18",15.75,"Low Fat",0.135072801,"Household",99.17,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,1539.54614384251
"309","FDS10",19.2,"Low Fat",0.035156307,"Snack Foods",179.1318,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2871.69084687618
"310","FDB33",12.5,"Low Fat",0.014509564,"Fruits and Vegetables",157.4262,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,4002.16203689157
"311","FDI12",9.395,"Regular",0.100315391,"Baking Goods",85.8856,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,1461.35549123951
"312","NCW42",18.2,"Low Fat",0.058420325,"Household",221.4456,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,3495.45350514125
"313","NCC06",19,"Low Fat",0.027096298,"Household",128.6336,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1752.29051943845
"314","FDW02",4.805,"Regular",0.037912667,"Dairy",125.8704,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,2308.49642354455
"315","NCD43",8.85,"Low Fat",0.016110572,"Household",104.2964,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,1934.76854728559
"316","FDM57",11.65,"Regular",0.076158144,"Snack Foods",82.9908,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1103.47947176416
"317","FDA58",9.395,"Low Fat",0.104338095,"Snack Foods",236.8932,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3999.27474896408
"318","FDK56",9.695,"Low Fat",0.129998012,"Fruits and Vegetables",185.1898,"OUT046",1997,"Small","Tier 1","Supermarket Type1",22,2952.10816162161
"319","FDP52",18.7,"Regular",0,"Frozen Foods",231.201,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,3791.5628708955
"320","FDW20",20.75,"Low Fat",0.024247803,"Fruits and Vegetables",123.973,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1748.96853939914
"321","FDS52",8.89,"Low Fat",0.005483027,"Frozen Foods",100.4016,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",20,1710.77129821417
"322","NCT29",12.6,"Low Fat",0.064371885,"Health and Hygiene",119.8414,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,1635.85826346503
"323","NCL54",12.6,"Low Fat",0.082684949,"Household",176.6054,"OUT013",1987,"High","Tier 3","Supermarket Type1",32,2792.98664926716
"324","FDC05",13.1,"Regular",0.098984923,"Frozen Foods",198.2768,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,3251.67547556427
"325","FDF34",9.3,"Regular",0.014016743,"Snack Foods",196.8084,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,3315.59375502703
"326","FDP03",12.5,"Regular",0.060880827,"Meat",124.4388,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",34,3488.15314561531
"327","FDD32",17.7,"Regular",0.068511767,"Fruits and Vegetables",83.2276,"OUT010",1998,"Medium","Tier 3","Grocery Store",21,-309.909676922155
"328","FDZ10",17.85,"Low Fat",0,"Snack Foods",127.502,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",17,2149.94013957291
"329","FDZ40",8.935,"Low Fat",0.04017515,"Frozen Foods",54.1298,"OUT035",2004,"Small","Tier 2","Supermarket Type1",15,1025.99975890905
"330","FDD51",11.15,"Low Fat",0.120441348,"Dairy",43.7744,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",10,404.893617306175
"331","NCY30",12.5,"Low Fat",0.045440803,"Household",179.5976,"OUT019",1985,"Small","Tier 1","Grocery Store",34,931.666405139069
"332","FDP58",11.1,"Low Fat",0.135906738,"Snack Foods",217.9482,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,3693.90942053088
"333","FDV49",10,"Low Fat",0.025973288,"Canned",264.3226,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",12,4486.3339206529
